user_id item_id rating
65 5429 0.8
65 5433 0.2
65 5436 1.0
65 5437 0.8
65 5438 0.4
65 5439 0.8
65 5440 0.2
65 5441 1.0
65 545 0.8
65 5470 1.0
65 5476 1.0
65 5478 0.2
65 5479 0.2
65 5480 1.0
65 5481 0.8
65 609 0.8
65 615 0.8
65 660 1.0
65 720 1.0
65 732 1.0
65 734 0.8
66 1048 1.0
66 1074 1.0
66 1077 0.4
66 1082 0.6
66 1083 1.0
66 1095 0.8
66 1101 1.0
66 1109 1.0
66 128 1.0
66 132 1.0
66 1567 1.0
66 1579 1.0
66 1580 0.8
66 1588 1.0
66 1593 0.6
66 1634 1.0
66 165 1.0
66 1674 1.0
66 1741 1.0
66 1821 1.0
66 1877 1.0
66 2135 0.6
66 2164 1.0
66 2210 0.8
66 2237 0.8
66 2410 1.0
66 2438 0.8
66 2679 1.0
66 2680 0.8
66 2741 0.8
66 2775 1.0
66 2784 0.8
66 2807 1.0
66 2809 1.0
66 2810 0.8
66 2978 1.0
66 3391 1.0
66 374 1.0
66 376 0.8
66 377 1.0
66 382 1.0
66 3862 1.0
66 3863 1.0
66 3873 1.0
66 3913 0.8
66 3916 1.0
66 3939 1.0
66 4037 1.0
66 4038 1.0
66 4160 0.8
66 4201 1.0
66 4465 0.8
66 520 0.8
66 5321 1.0
66 5503 0.2
66 5505 1.0
66 5514 1.0
66 5519 1.0
66 5525 1.0
66 5527 1.0
66 5529 1.0
66 5533 1.0
66 5535 1.0
66 5540 1.0
66 5552 1.0
66 5555 1.0
66 5557 1.0
66 5558 1.0
66 5562 1.0
66 5566 1.0
66 5590 1.0
66 5591 1.0
66 5603 1.0
66 5616 1.0
66 5619 1.0
66 5620 0.6
66 5624 1.0
66 5625 1.0
66 5626 0.6
66 5629 0.8
66 5630 0.8
66 5631 1.0
66 5632 1.0
66 5633 1.0
66 5634 1.0
66 5638 0.8
66 5639 0.8
66 5641 0.6
66 5642 0.8
66 5643 0.8
66 5646 1.0
66 5652 0.6
66 5655 1.0
66 5660 0.8
66 5661 0.8
66 5663 1.0
66 5665 0.8
66 5666 0.4
66 5669 0.8
66 5674 1.0
66 5676 0.6
66 5677 1.0
66 5678 1.0
66 5681 0.8
66 5690 1.0
66 5707 1.0
66 5714 1.0
66 5730 1.0
66 5738 1.0
66 5739 1.0
66 5741 1.0
66 5742 1.0
66 5751 0.8
66 5754 1.0
66 5764 1.0
66 5766 1.0
66 5773 1.0
66 5774 1.0
66 5776 1.0
66 5777 1.0
66 5782 0.6
66 5793 1.0
66 5795 1.0
66 5796 1.0
66 5800 0.8
66 5801 1.0
66 5805 0.8
66 5806 0.6
66 5808 1.0
66 5809 1.0
66 5811 1.0
66 5813 1.0
66 5818 1.0
66 5821 1.0
66 5823 1.0
66 5824 1.0
66 5825 0.8
66 5832 1.0
66 5834 1.0
66 5837 1.0
66 5838 0.8
66 5840 1.0
66 5842 1.0
66 5844 1.0
66 5849 0.8
66 5855 1.0
66 5856 1.0
66 5857 1.0
66 5859 0.8
66 5862 1.0
66 5864 1.0
66 5871 1.0
66 5873 1.0
66 5874 1.0
66 5875 1.0
66 5877 1.0
66 5880 1.0
66 5881 1.0
66 660 1.0
66 672 0.8
66 699 1.0
66 700 0.4
66 713 1.0
66 723 1.0
66 732 0.8
66 858 1.0
66 886 1.0
69 178 1.0
69 1871 1.0
69 2684 0.8
69 3913 1.0
69 5939 0.8
69 5942 1.0
69 5943 1.0
69 5944 0.4
69 5945 0.4
76 1129 1.0
76 1150 0.6
76 2456 0.6
76 2457 0.8
76 2467 1.0
76 3858 0.4
76 3913 1.0
76 61 1.0
76 6575 0.8
76 6576 1.0
76 6586 1.0
76 6588 0.2
76 6589 1.0
76 6592 0.6
76 6595 1.0
81 106 1.0
81 6961 1.0
81 6964 1.0
81 6968 0.8
81 7007 0.8
81 7019 0.8
81 7021 1.0
81 7030 0.8
81 7035 0.8
81 7043 0.8
81 7066 0.4
81 7076 0.8
81 7088 1.0
81 7101 1.0
81 7139 1.0
81 7151 1.0
81 7160 0.8
81 7162 0.6
81 7187 0.8
81 7196 0.6
85 113 1.0
85 1859 1.0
85 188 0.6
85 2142 0.2
85 2176 1.0
85 2287 0.8
85 2288 1.0
85 2335 1.0
85 2337 1.0
85 2340 0.6
85 2396 0.8
85 2426 1.0
85 2685 0.8
85 3201 0.6
85 3205 1.0
85 3214 0.6
85 3309 0.8
85 3374 1.0
85 3433 1.0
85 3537 1.0
85 3546 1.0
85 3709 0.4
85 376 0.8
85 3855 1.0
85 3857 0.8
85 3862 1.0
85 3863 1.0
85 3916 1.0
85 4005 1.0
85 498 0.8
85 5150 1.0
85 5603 1.0
85 5777 1.0
85 5805 0.2
85 660 1.0
85 6912 0.8
85 7101 1.0
85 7221 1.0
85 7225 0.8
85 7240 0.4
85 7241 0.2
85 7247 1.0
85 7250 0.2
85 7268 1.0
85 7274 1.0
85 7281 1.0
85 7284 1.0
85 7289 1.0
85 7291 1.0
85 7293 1.0
85 7298 0.8
85 7303 1.0
85 7310 1.0
85 7311 1.0
85 7314 1.0
85 7329 1.0
85 7330 1.0
85 7331 0.8
85 7332 1.0
85 7333 0.8
85 7347 1.0
85 7349 0.6
85 7351 1.0
85 7361 0.8
85 7376 0.8
85 7377 0.8
85 7383 1.0
85 7386 0.8
85 7406 1.0
85 7409 1.0
85 7413 1.0
85 7423 1.0
85 7425 1.0
85 7430 1.0
85 7431 1.0
85 7438 0.4
85 7447 1.0
85 7448 1.0
85 7449 0.8
85 7451 0.8
85 7457 1.0
85 7462 0.8
85 7485 0.8
85 7498 1.0
85 7514 1.0
85 7515 1.0
85 7536 1.0
85 7541 1.0
85 7543 0.8
85 7554 0.4
85 7559 1.0
85 7560 1.0
85 7562 0.8
85 7563 0.8
85 7565 1.0
85 7567 1.0
85 7575 0.8
85 7580 0.2
85 7581 0.8
85 7582 0.8
85 7583 0.4
85 7586 0.8
85 7588 0.2
85 7593 1.0
85 7594 1.0
85 7600 0.8
85 7604 1.0
85 7611 0.2
85 7612 0.6
85 858 0.8
85 916 0.6
87 1030 1.0
87 1095 1.0
87 1104 1.0
87 1109 1.0
87 1113 0.2
87 2123 1.0
87 232 1.0
87 2756 1.0
87 2817 1.0
87 2918 1.0
87 2922 1.0
87 3012 1.0
87 363 1.0
87 393 1.0
87 4071 1.0
87 480 1.0
87 487 1.0
87 5433 1.0
87 545 1.0
87 5525 1.0
87 558 1.0
87 606 1.0
87 609 1.0
87 614 1.0
87 634 1.0
87 638 1.0
87 734 1.0
87 7633 1.0
87 7679 1.0
87 7688 1.0
87 7704 1.0
87 7714 1.0
87 7715 1.0
87 7716 1.0
87 7734 1.0
87 7744 1.0
87 7752 1.0
87 7753 1.0
87 7762 1.0
87 7767 1.0
87 7776 1.0
87 7782 1.0
87 7785 0.2
87 7786 1.0
87 7788 0.2
87 7789 0.2
87 7790 1.0
87 7791 1.0
87 7792 0.2
87 7807 1.0
87 7810 0.8
87 7812 1.0
87 7818 1.0
91 128 1.0
91 1660 1.0
91 2078 0.8
91 3391 1.0
91 3916 1.0
91 4031 1.0
91 4068 0.4
91 5479 0.2
91 5944 0.4
91 723 1.0
91 7866 0.8
91 7917 1.0
91 7920 0.8
91 7922 1.0
91 7935 1.0
91 7956 1.0
91 7960 1.0
91 7977 1.0
91 8034 1.0
91 8038 0.2
91 8043 1.0
91 8053 0.8
91 8070 1.0
91 8080 1.0
91 8084 1.0
91 8086 1.0
91 8088 1.0
91 8089 1.0
91 8090 1.0
91 8091 0.2
93 728 0.8
93 8127 1.0
93 8139 0.8
93 8142 0.6
94 1070 0.8
94 1095 0.6
94 1738 0.8
94 1740 1.0
94 1799 0.8
94 1859 1.0
94 220 0.6
94 2210 0.8
94 2341 0.6
94 2369 0.8
94 2676 0.8
94 2815 0.8
94 3491 0.6
94 3593 0.6
94 4091 0.8
94 4275 0.2
94 480 0.8
94 487 1.0
94 517 0.8
94 5275 0.8
94 528 0.8
94 5433 1.0
94 572 0.8
94 615 1.0
94 7351 1.0
94 8161 1.0
94 8181 1.0
94 8218 1.0
94 8220 1.0
94 8277 0.8
94 8285 0.6
94 8290 0.8
94 8298 0.8
94 8307 1.0
94 8308 0.6
94 8315 1.0
94 8316 0.8
94 8330 0.6
94 8334 1.0
94 8340 0.6
94 8344 0.8
94 8346 0.8
94 8347 0.8
94 8348 0.2
94 8349 0.8
94 8350 0.8
94 8356 0.8
94 8357 0.8
94 8358 0.6
94 8359 0.4
94 8360 0.6
94 8367 0.8
94 8373 1.0
94 8404 0.8
94 8405 0.6
94 8411 1.0
94 8413 0.8
94 8421 0.8
94 8455 0.8
94 8457 0.8
94 8478 1.0
94 8504 0.8
94 8507 0.6
94 8510 0.8
94 8511 0.8
94 8513 0.8
94 8522 0.8
94 8531 0.8
94 8532 0.8
94 8533 0.8
94 8534 0.8
94 8540 0.8
94 8542 1.0
94 8543 0.8
94 8546 1.0
94 8548 0.8
94 8549 0.8
94 8551 0.8
94 8552 0.8
94 8554 0.8
94 8558 0.8
94 8560 1.0
96 2458 0.6
96 2467 0.8
96 2922 0.8
96 3392 0.2
96 361 1.0
96 4227 0.8
96 4230 1.0
96 4247 1.0
96 4367 1.0
96 545 0.8
96 5927 1.0
96 659 0.8
96 660 0.6
96 668 0.6
96 8597 0.8
96 8599 0.8
96 8604 1.0
96 8620 0.8
96 8626 0.8
96 8631 0.6
96 8632 0.8
96 8633 0.8
96 8641 0.8
96 8647 0.8
96 8651 0.8
96 8662 0.8
96 8663 0.2
96 8664 0.8
96 8673 1.0
96 8678 0.2
96 8679 0.8
96 8683 0.6
96 8689 0.4
96 8697 1.0
96 8698 0.8
96 8703 0.6
96 8707 0.6
96 8710 0.8
96 8711 0.6
96 8714 1.0
96 8716 1.0
96 8717 1.0
96 8718 0.8
96 8719 0.8
96 8722 0.6
96 8726 1.0
96 8736 0.6
96 8739 0.6
96 8743 0.8
96 8765 1.0
96 8768 0.8
96 8776 0.8
96 8777 0.8
96 8783 0.8
96 8788 0.8
96 8800 0.4
96 8801 0.8
96 8803 0.8
96 8808 0.8
96 8810 0.6
96 8812 0.8
99 3512 0.8
99 3546 1.0
99 3659 0.8
99 8837 0.8
99 8849 1.0
99 8903 1.0
99 8909 0.6
99 8948 0.8
99 8950 0.8
99 8979 0.4
99 8981 1.0
99 8983 0.8
102 1865 1.0
102 2262 0.8
102 3309 0.8
102 3433 0.8
102 5143 0.6
102 5150 1.0
102 7274 0.8
102 7281 1.0
102 7314 1.0
102 7329 0.8
102 7330 0.8
102 7332 1.0
102 7333 0.8
102 7347 0.6
102 7351 0.8
102 7376 0.8
102 7383 0.8
102 7406 0.8
102 7409 1.0
102 7430 0.6
102 7448 0.6
102 7449 0.6
102 7485 1.0
102 7498 0.8
102 7536 1.0
102 8373 0.8
102 9041 0.4
102 9053 0.4
102 9075 0.6
102 9078 0.6
102 9084 0.6
102 9104 1.0
102 9106 0.4
102 9112 0.8
102 9113 1.0
102 9134 1.0
102 9137 0.6
102 9138 0.8
102 9141 0.6
102 9143 1.0
102 9145 0.8
102 9146 1.0
102 9149 0.8
102 9152 1.0
102 9153 0.6
102 9161 0.6
102 9165 0.8
102 9168 0.8
102 9205 0.8
102 9211 0.8
102 9214 1.0
103 115 1.0
103 130 1.0
103 1748 0.2
103 1871 1.0
103 2198 0.2
103 2321 1.0
103 2351 1.0
103 2408 1.0
103 2423 0.8
103 2716 1.0
103 2800 0.8
103 3391 0.8
103 3405 0.8
103 3433 0.8
103 3625 1.0
103 3855 0.8
103 3879 1.0
103 3904 1.0
103 4058 1.0
103 5274 1.0
103 539 1.0
103 6100 1.0
103 660 1.0
103 679 1.0
103 7413 1.0
103 9152 1.0
103 9227 1.0
103 9231 1.0
103 9232 1.0
103 9241 1.0
103 9243 0.8
103 9247 1.0
103 9249 1.0
103 9255 1.0
103 9256 1.0
103 9267 1.0
103 9268 0.8
103 9269 0.8
103 9276 0.6
103 9277 0.8
103 9278 0.6
103 9295 0.8
103 9296 1.0
103 9303 0.8
103 9304 1.0
103 9309 0.6
103 9321 0.8
103 9333 0.8
103 9346 0.8
103 9352 1.0
103 9353 1.0
103 9361 0.8
103 9364 1.0
103 9379 1.0
103 9382 1.0
103 9384 1.0
103 9386 0.8
103 9398 1.0
103 9404 1.0
103 9410 1.0
103 9411 1.0
103 9412 0.8
103 9413 1.0
103 9414 1.0
103 978 0.8
103 980 0.8
105 1085 1.0
105 3916 0.6
105 4033 1.0
105 498 0.2
105 6068 0.2
105 6114 0.2
105 6158 0.2
105 650 0.8
105 6882 0.2
105 9423 0.6
105 9438 0.4
105 9439 0.2
105 9440 0.4
105 9444 0.8
105 9445 0.8
105 9447 0.2
105 9448 0.2
111 1095 0.4
111 2810 0.4
111 3018 0.4
111 567 0.2
111 579 0.2
111 5808 1.0
111 9647 1.0
111 9649 1.0
111 9652 1.0
111 9653 0.6
111 9654 0.4
111 9660 1.0
111 9671 0.8
111 9677 0.8
111 9698 0.2
111 9699 0.8
111 9700 0.2
111 9703 0.2
115 10030 0.8
115 10059 0.6
115 10103 0.4
115 10107 0.8
115 10109 1.0
115 10110 0.6
115 10117 0.6
115 10123 0.8
115 10133 0.8
115 10134 1.0
115 10136 0.4
115 10137 0.6
115 10143 0.8
115 10184 0.8
115 10189 1.0
115 10193 1.0
115 10198 0.6
115 10203 1.0
115 1744 1.0
115 1745 1.0
115 2232 0.8
115 2409 0.4
115 2423 0.4
115 2907 0.4
115 517 1.0
115 6060 0.4
115 7594 0.6
115 887 0.2
115 9768 0.8
115 9793 0.8
115 9799 1.0
115 9803 1.0
115 9804 1.0
115 9808 0.6
115 9822 0.8
115 9843 0.6
115 9845 0.8
115 9846 0.8
115 9850 0.8
115 9866 0.8
115 9869 1.0
115 9909 0.8
115 9914 0.8
115 9963 0.8
115 9971 0.6
115 9977 0.6
115 9978 0.8
115 9986 0.4
118 10258 0.2
118 10259 1.0
118 10261 0.8
118 10263 0.4
118 10266 0.6
118 10268 0.8
118 10269 0.8
118 10272 1.0
118 10277 0.8
118 10281 1.0
118 10283 1.0
118 3591 0.4
118 4080 1.0
118 4084 0.8
125 10189 1.0
125 10216 0.6
125 10622 0.6
125 10641 0.2
125 10657 0.4
125 10660 0.6
125 10661 0.2
125 10663 0.4
125 10664 0.4
125 10670 0.6
125 10671 0.8
125 10682 0.8
125 10684 0.6
125 10686 0.6
125 10729 1.0
125 192 0.6
125 2456 0.8
125 2467 0.8
125 2685 0.8
125 3564 1.0
125 3915 0.6
125 5969 1.0
125 5971 1.0
125 61 0.8
125 6148 0.6
125 6160 1.0
125 6172 0.8
125 650 0.6
125 6884 1.0
125 7588 0.2
125 7600 0.8
125 9447 1.0
125 9727 0.2
125 986 0.4
128 10299 0.6
128 10345 0.2
128 10757 0.6
128 10779 0.8
128 10780 0.8
128 10800 0.4
128 10806 0.2
128 10809 0.4
128 10815 0.8
128 10819 0.6
128 10821 0.2
128 10835 0.6
128 10838 0.6
128 10845 0.4
128 10848 0.6
128 10851 0.8
128 10858 0.6
128 10873 0.6
128 10878 0.8
128 10879 0.6
128 10880 0.8
128 10881 0.6
128 10888 0.6
128 10891 0.8
128 10899 0.8
128 10901 0.4
128 10908 0.8
128 10919 0.8
128 10923 0.4
128 10960 0.4
128 10977 0.8
128 10978 0.6
128 10979 0.8
128 10982 0.8
128 10983 1.0
128 10984 0.8
128 10985 0.4
128 11001 1.0
128 11005 0.6
128 232 0.6
128 233 0.2
128 363 0.2
128 607 0.2
128 612 0.8
128 9630 0.8
130 11037 0.8
130 11038 1.0
130 11040 0.8
130 11043 0.6
130 11058 1.0
130 11062 1.0
130 11063 1.0
130 11066 1.0
130 11068 1.0
130 11069 0.2
130 11071 0.8
130 11094 1.0
130 113 1.0
130 3312 0.2
130 3858 0.4
130 7281 1.0
130 7289 1.0
130 7347 1.0
130 7515 1.0
130 8522 1.0
140 10484 0.6
140 10504 1.0
140 1109 1.0
140 11411 1.0
140 11436 1.0
140 11437 0.6
140 11441 0.8
140 11442 1.0
140 11443 1.0
140 11444 1.0
140 11476 1.0
140 11493 1.0
140 11497 1.0
140 11527 1.0
140 11528 1.0
140 11530 0.8
140 11532 1.0
140 11541 1.0
140 11542 0.2
