user_id,item_id,rating,timestamp,pred,pred_2
942,719,1,888640048,2.1794596,3.2576826
428,199,3,882386333,3.3211882000000004,3.9525385
388,609,5,880086972,4.7792699999999995,4.0691214
216,539,1,889070087,0.8743361,1.9647536
0,50,4,878543275,3.4522587999999996,4.7621775
930,13,4,891036648,3.8410642,3.957638
298,203,4,889503112,3.5312722,3.6341095
892,530,4,874830160,4.409807700000001,3.6651266
404,729,1,885545975,1.9580218,2.2631023
926,131,2,879194268,3.6718453999999996,3.2529316
486,398,5,884046800,4.0906405,3.628567
559,1020,4,879975718,3.9879835,2.8823426
333,192,4,891547334,3.5603540000000002,4.062591
118,458,4,887038711,4.2002,4.5458355
527,82,5,886101632,4.7098017,3.966203
63,310,2,889737269,3.1143785,3.2839255
547,182,5,891044410,4.635058,4.1853156
41,952,2,881108815,2.2171624,2.976476
44,844,4,881011188,3.6044579,3.2104864
294,581,5,879517721,4.773773,4.6860332
58,669,4,888206485,3.5570078,3.3148413
69,1034,3,884066399,2.675928,3.1116364
681,54,4,888520705,3.962803,3.0806906
877,18,4,880865470,3.2311456,4.0115595
200,200,4,884112537,3.7322354,3.3040273
420,217,4,892241687,4.228223000000001,3.6892402
336,519,5,875236281,5.0535803,5.4104934
343,234,3,884900423,2.1740459999999997,2.4460602
867,64,2,877104212,3.1404357000000003,2.403183
268,641,3,891449464,2.994338,3.208063
503,972,4,887911444,3.5740839999999996,2.9466786
82,891,2,891181444,2.747761,2.2994292
144,736,2,875272833,2.9983842000000003,3.5021937
408,209,4,881109175,3.2941325,3.1662438
850,352,3,890862878,2.0004861000000003,3.297
6,213,5,891352384,3.9811562999999994,3.4700103
412,305,4,879968793,4.1754856,3.8265734
261,450,4,879794446,4.4547873,3.1683066
692,299,2,875481397,2.7066178,2.3331783
386,531,3,886480970,3.4821906000000005,3.0912108
40,57,3,890687353,2.9674373,2.792998
353,168,3,891217511,3.9971788,4.1343894
491,136,4,879969670,4.411722,3.478565
794,819,3,880560679,2.5032837000000003,2.7957196
517,716,5,876823963,5.001111,3.8106744
392,27,4,889554674,3.9994763999999994,3.6665545
915,738,3,880845589,2.2962456,3.0871537
406,98,4,876338883,3.8880812999999996,3.7039306
199,442,5,884129468,4.675026,4.0240064
253,434,3,886472089,3.1667335,3.980776
847,164,5,887038397,4.34819,4.3761454
180,269,4,878961270,2.7809467,2.1098986
172,300,5,877557076,4.219727,4.4141483
547,344,1,891042194,2.6298318,1.6797452
715,469,4,879797152,3.9483773999999996,3.7638855
593,987,2,874780945,2.2949903,2.896092
550,234,1,892784629,1.9169787,2.8798926
187,186,3,875072211,3.9062947999999995,4.038958
12,820,3,882141393,3.3151550000000003,3.2282083
586,747,1,892871438,1.5960288,2.5116477
643,258,4,889076433,2.8572478,3.0945952
692,707,3,875483049,2.4815557,3.0732749
271,199,5,879455043,3.6694991999999997,5.41159
93,469,4,891722006,4.301201,3.4963675
636,279,2,882904679,1.6150472,1.9158833
115,291,4,876453847,3.445442,3.2503285
261,357,3,879961513,2.667362,2.4980316
605,272,4,878143509,3.8997674,4.2748404
199,44,3,884128372,3.1360376,3.6966462
714,127,3,875964300,3.2108717,3.4235373
258,254,4,874724710,3.5510821000000004,3.415091
424,288,1,878737635,2.761028,2.7167034
670,65,5,884204727,4.59125,4.32408
396,679,1,875063649,1.387975,1.4236963
707,293,3,892719033,3.59686,3.393587
714,742,2,875962806,1.6109841,2.276856
20,263,3,874950972,2.0760467,2.5824862
431,254,5,889416608,4.5759044,3.289599
362,217,2,891497174,2.393344,2.8266907
726,537,3,883708066,3.3530637999999997,3.4404538
243,216,5,880606698,3.7389994,3.05002
462,935,2,890460826,2.5277342999999997,2.006444
6,212,3,891351686,4.197566,4.580638
398,709,2,882342537,2.6561298,2.4761462
333,78,4,891546992,3.496694,3.7995353
214,227,5,891436543,4.1962155999999995,4.356263
15,236,5,877719504,4.4148955,3.7947576
487,658,3,891293771,3.2533553,3.4876156
812,900,1,883752708,1.1002855,0.89004284
814,198,4,878694055,3.9100947,4.5017624
803,987,4,879440663,2.646484,2.8171544
362,664,2,891498964,3.2141637999999997,1.8276091
84,701,2,879828054,3.105228,2.0292046
58,148,4,888203313,3.3454409,3.8817089
599,553,4,888451977,3.4147375,2.776598
832,383,3,875134724,2.1524827,1.811998
248,87,4,879572668,4.2569776,3.1681113
446,236,4,878854234,3.6139066,3.498454
275,582,3,874791444,3.5146612999999998,3.1171927
535,706,5,882359678,4.1677575,3.4532728
386,237,5,886482928,4.559548400000001,4.48104
157,984,4,880134261,3.2538815,3.7956595
889,88,4,882403446,4.466225,4.6846714
3,300,5,892002353,4.891696499999999,3.7157576
932,398,3,874939157,2.9417267000000002,2.1854324
763,85,3,876246358,3.8206053,4.060354
59,130,4,883327441,3.989504,3.920033
939,791,2,885921892,2.8402717,2.2626827
478,726,5,879461818,3.0250947,4.6923294
658,422,4,891384414,4.1127214,4.2016354
455,1217,3,881374921,2.9561625,3.1003182
460,258,2,885355679,1.7442664,3.1651227
343,971,4,884901503,3.628829,3.6487238
807,312,5,883949986,4.9315968,4.8692093
726,23,3,883709711,3.1996682,3.36221
476,814,5,875941763,4.8099813,3.6643255
302,123,4,879466491,4.8166910000000005,4.256984
350,887,4,879481589,3.8301864,4.10758
313,844,5,877886483,4.200493,4.004172
787,447,2,880869355,3.3962815,3.5330834
933,49,5,891189363,4.5485796999999994,4.0119386
42,580,3,883956468,3.559382,2.9302187
536,771,3,886031297,2.9264398,3.1778092
780,190,4,879633995,4.419882,4.611215
275,657,4,874791194,3.2735677000000005,3.6004581
398,41,2,882510250,3.0255997000000003,3.4354775
88,65,3,879459980,3.6649782999999996,4.0493827
726,71,3,883712476,3.2541199,3.1802526
93,424,5,885870665,4.8437705,4.2489467
832,204,4,875122814,3.6119422999999995,3.3848746
745,402,4,885075337,2.8836247999999998,3.6460133
867,1479,1,877111932,0.14948702,1.3017237
787,808,3,880870401,3.0071707,3.4104571
34,331,4,875459237,3.415311,3.8304265
757,392,4,881979012,3.8008822999999996,3.8134828
129,409,5,875802105,4.6795535,3.5569587
9,169,4,877889333,4.2254972,4.616686
449,479,4,882372178,4.581962,4.628284
801,558,2,875985840,2.432744,2.6610723
495,76,2,876066531,2.5446115000000002,1.6395725
834,392,5,891033718,4.1229525,3.835305
926,173,3,879185327,4.965487,4.5714707
708,568,3,879848209,3.3939583,2.920102
209,734,4,887737338,3.5904436,4.217867
10,579,5,891905222,4.103954,3.974643
592,567,4,886193361,3.7480492999999995,4.0674763
149,220,4,878747017,4.1490726,3.0259762
544,540,4,879899548,3.6090536,3.500313
344,24,3,884991384,3.780643,3.739431
900,116,4,877127196,4.088423000000001,4.0751905
151,279,5,880148941,3.9140002999999997,4.4594154
404,1469,2,885549045,1.7816802,2.5886233
536,197,2,886030652,3.4642188999999997,3.1152148
475,287,4,883365734,3.0023491,2.818555
602,229,4,891955922,4.414316,4.2293696
294,659,5,879518143,5.038054,4.4740295
931,967,4,891250816,4.656018,4.517277
561,152,4,879195954,3.6869028,2.781878
534,96,4,879618880,4.064504,4.0012417
265,99,5,892257865,3.7738962,3.6560347
289,434,3,880473802,3.2641294,3.6233726
893,344,4,884036815,3.7078512000000003,3.6249995
545,144,4,885141502,3.8805687000000004,4.2831974
473,27,4,887924619,4.4124246,4.363336
471,1214,4,875979562,3.4017023999999996,3.5731466
425,525,4,879444734,3.9268959999999997,3.5444605
223,69,2,888103812,3.3670301,2.9756799
923,287,3,886065748,3.3354027000000004,2.8875496
743,22,4,881171420,4.486006,3.325078
333,898,4,891547348,3.2151623,4.275414
850,366,2,875731674,3.3710473,3.2591496
353,64,4,891218046,3.5552157999999996,3.586462
449,609,4,882371904,3.78968,3.7549903
782,947,3,884326726,2.9405575,2.6744833
605,41,3,880926245,4.00442,4.076908
89,176,5,891384516,4.601553400000001,4.567441
863,692,4,888888168,3.9149392,4.3125653
302,325,2,879466116,3.2684705000000003,3.007098
732,285,4,879535471,3.5761017999999996,3.501667
869,548,2,879270213,3.240984,3.3541846
327,272,3,885046134,3.3078768,3.5113826
784,49,5,879439021,4.0198054,4.004021
192,55,1,889125572,2.9462607000000003,3.1449904
63,384,4,879365558,2.7588317000000004,3.3065305
15,160,5,877726390,4.7395572999999995,4.138309
421,293,3,875129692,3.2473614,3.0845585
52,280,4,879443288,3.9279876000000002,3.2484238
862,312,5,889288910,4.2890215,4.434069
101,194,4,888801360,3.8940949999999996,3.8569977
294,98,4,879517741,4.644705,3.827734
421,435,3,879744085,3.589493,3.7755728
755,274,3,874827103,3.3341047999999995,3.3855982
843,89,3,877387242,2.2313435,3.105078
792,234,3,875104068,3.261557,2.3709357
341,195,3,874984128,3.1940627,3.658026
221,1290,2,877564031,1.6437468999999998,1.5455348
774,311,3,891032866,2.856372,2.9402828
209,162,3,887730407,3.805567,3.886315
842,100,3,879447424,2.8903773,3.057958
737,202,3,892958137,3.6958382000000003,3.210913
807,871,5,883949986,5.532596599999999,4.3191056
915,823,3,880843838,2.61101,2.3088496
229,608,3,880485311,2.840693,2.3684206
250,280,4,886272456,3.9359949999999997,3.3435576
449,209,3,887835408,4.463982,4.0773735
418,27,3,879435663,4.2084413,4.15514
276,257,4,879544145,3.8776898,3.9089823
307,580,4,887740500,3.3637114,3.662112
369,658,4,879435033,3.9271362,4.245472
345,120,4,874948703,3.6744323,3.6061916
94,48,3,879198604,3.404348,2.7359889
839,152,3,891204627,3.9561772000000004,3.854761
731,323,2,882590201,2.600997,1.2090049
895,226,4,887161728,3.1425726000000003,3.0939372
294,42,4,879518107,3.8097617999999995,4.281731
424,208,2,890347085,2.8353207,3.0555336
494,67,5,888634987,4.1251726,4.1241446
647,1032,2,882212288,2.6027868,4.0931
541,366,4,886532881,4.0004773,3.47271
250,180,4,886271733,4.255565,4.102068
231,460,5,888549563,3.9007519999999998,4.5866227
757,789,4,881978115,3.6359417,4.1526675
492,11,3,884132225,4.1193094,4.779517
410,450,4,892845634,3.3917474999999997,4.335817
598,681,4,880951079,3.8972332,3.1633415
903,1040,2,879735710,2.268024,1.9749244
703,491,5,891397491,4.238257,3.2661562
279,1046,3,891701897,3.1527279999999998,3.5877576
879,385,3,880174995,2.8449254,4.0510597
773,7,1,888556090,2.487291,2.8699102
893,1294,3,879896268,2.8056018,2.6482785
559,108,3,879976651,3.1265283,3.2515047
136,182,5,881433689,3.873729,4.4616146
304,201,3,886323684,3.4569027,2.8326766
6,562,2,892131978,2.8191729,2.781117
756,205,4,888445683,3.6884493999999997,3.432176
121,126,5,879270424,4.525997,4.7904716
647,925,3,882212400,2.5007740000000003,2.7348144
530,287,1,887048686,2.4181995,3.337372
292,195,4,888906012,3.3551087,4.1746397
384,55,5,879441728,3.6036556000000006,3.4100413
683,624,3,878760041,3.0654533,2.9274719
877,153,3,880866369,2.9289237999999997,2.9941947
429,293,2,877225239,2.6149007999999996,2.8812244
681,805,3,888523658,4.0194836,3.8063948
456,156,5,882553112,5.081933,4.160407
631,844,4,879459677,3.8056226000000004,3.511445
319,121,3,884749097,2.4400206,2.8430567
307,610,4,887738971,4.315871700000001,4.331155
156,136,5,886889876,3.785946,4.2886367
237,1257,1,883576666,1.0050609000000001,1.4157734
166,168,1,892738419,4.0403459999999995,3.8638663
473,251,4,887916567,3.6276286,3.489134
55,409,4,892911348,3.4125762,2.8707876
53,294,3,880936905,3.5512302000000004,3.0534632
627,689,5,880776981,5.0861125,4.300557
792,2,4,875104592,3.2870684,3.310183
394,209,5,883763136,4.6754885,5.026258
756,573,3,888467187,2.6006292999999996,2.7287834
633,1027,3,875729456,3.515165,3.0974522
253,240,4,886473190,2.956472,2.1098459
27,208,4,881961214,4.5995955,3.8384979
388,173,4,879991115,4.049385,4.135233
157,228,3,880134532,2.6320329,3.3475063
513,210,3,876067235,4.2661633000000005,4.499956
329,71,5,876547087,3.7199192,4.0818615
234,1104,2,889654460,2.0829023999999996,2.4953775
553,14,4,876231964,3.903895,3.8717277
765,606,1,891309090,2.698643,3.7494652
360,638,4,879440652,4.049616,4.263477
824,275,1,880756575,3.1345452999999996,2.813525
284,681,4,890595524,4.0338163,3.3034341
497,537,1,881962988,2.7267451,2.741542
262,1472,5,891299877,4.707915,4.4816713
235,691,4,890116670,4.538719,3.4988592
495,332,3,876063848,3.1761932,2.4955657
681,97,4,888520638,3.8554769999999996,3.9682229
343,561,2,886381985,2.0275507,3.4950163
118,1196,4,886176922,3.5682139999999998,3.7829962
458,281,3,879562995,3.2624482999999995,3.5548675
762,608,4,878918712,3.2367861,3.0285687
795,684,4,892660466,3.7630959,3.1245835
183,836,3,889908630,3.2536552000000003,3.5570602
880,581,1,876538465,3.0465655,3.460774
11,299,4,879958639,4.4596524,3.5284433
93,446,4,891721562,4.2986584,3.5485988
659,88,3,891199965,3.0703812000000004,3.3950505
62,78,3,875748245,3.2468467,3.5630257
279,628,4,891701852,2.650322,3.4036875
431,545,3,889416657,3.6188752999999996,2.699905
127,377,5,879967804,4.059505000000001,4.574788
539,339,4,882156710,3.3733394,4.580247
97,46,4,880498898,3.6526957,2.9086242
539,404,3,882157612,2.7355213,3.3021557
94,706,3,880572009,3.4362315999999997,2.781326
174,272,2,877107640,1.9244679,3.2181172
772,356,4,888540448,3.9631616999999997,3.9572732
415,1006,5,893213918,4.758079,4.167405
587,215,5,890024781,4.6569433,4.861545
43,105,2,878347076,1.9736667,2.633422
591,23,4,882608021,3.6867263,3.5454228
869,942,2,879714310,2.8750396,2.374051
398,167,3,882342776,3.9324748999999994,3.7343717
187,497,5,875073828,4.6689963,4.5880046
659,190,4,891406212,3.5702922,3.460784
900,194,5,877131118,4.0742674,3.9721406
245,571,3,884923127,3.434475,3.3796923
234,21,4,889655044,4.2998970000000005,3.767049
223,543,1,888103812,1.97125,1.8350332
482,150,2,878952582,3.001242,2.3040853
63,309,4,889737047,3.6422483999999997,3.4943602
550,161,5,892783242,4.1985703,4.092069
307,381,4,887739521,3.7348873999999994,3.4334552
550,290,4,892778337,3.5779932,3.5033786
235,150,2,890116964,2.6108532,2.792127
766,21,4,891462614,4.0579486000000005,4.0151396
620,141,3,874965299,3.3819273,3.5336077
200,3,4,884111830,2.5893002,2.7409878
108,221,4,880563471,3.9741894999999996,4.663493
777,245,2,890769632,2.5197048,3.0425675
723,328,4,883757670,2.5051897000000003,3.6844015
583,448,2,885778571,2.0553496,3.0637007
307,264,3,887737647,3.8449347,3.958479
123,0,3,890287733,3.3115096,3.5812604
675,844,5,892686398,5.023226,2.422349
660,194,5,888300488,4.4631333,4.712575
188,495,5,893265380,4.5668489999999995,4.19339
218,935,4,889387284,4.15503,3.166205
885,798,1,876032973,1.1712046999999999,5.709477
255,293,3,882150053,3.9894763999999996,4.3065557
180,825,1,878963304,1.7188159,0.94378865
842,95,3,879444711,3.4057877,4.0567064
486,70,3,883530786,4.1073512999999995,3.7169292
772,257,5,888538143,3.5526352,3.0983663
109,1054,2,886988134,2.3887496,4.459807
307,165,3,887737837,3.8071296,3.880992
501,327,4,883701980,3.9611936,4.508535
330,867,4,877196567,3.8887818,3.4449885
483,97,4,891195687,4.658786,4.6742353
929,244,3,879534165,2.3432937000000003,2.329442
899,409,2,877833326,2.364637,1.5267209
109,314,4,886987726,3.8444423999999997,3.8126361
285,380,5,877532965,4.007358,3.6914911
382,312,2,891192158,3.6695898000000002,3.9974844
667,123,3,881605489,3.4390647000000003,3.400837
560,545,1,885810557,1.9601051,1.6611905
395,270,4,884645790,3.732886,3.1035783
886,384,4,881380502,3.9710754999999995,4.097039
513,256,4,880209981,3.9949209999999997,4.0403605
560,1448,5,885808620,4.5221800000000005,4.161128
275,778,2,874977513,1.948388,2.1163347
659,61,2,891201243,2.4600263,1.833561
278,283,1,886015853,3.2812433,3.06746
896,482,3,879991921,3.8265578999999996,4.780121
654,366,3,887428031,3.2993883999999998,3.0803971
266,30,4,878972119,4.542632,3.7053187
116,297,5,886020525,4.3388457,4.716571
31,121,2,883718250,1.6725442,1.0194358
428,804,3,882385963,3.6932044000000004,3.3971386
221,372,3,881060659,2.5934136000000003,2.4591298
313,1031,4,877891603,3.9390507000000006,3.6077743
847,475,3,887047674,3.3235297,3.07495
565,164,5,881649530,5.0149655,4.0968
805,484,5,882388381,4.720676999999999,3.6897278
304,337,3,886308252,2.4599342,2.1213422
882,748,3,891695490,3.3859047999999996,4.0049033
182,209,3,891465869,3.0264857000000003,3.1231232
0,185,4,875073128,3.670707,4.383923
827,701,2,891037466,2.341705,3.4301994
589,297,2,879438911,2.580746,2.739264
587,209,4,890015500,4.45297,4.768881
294,154,4,879518715,4.1420264,3.6198525
471,131,5,875979853,4.525725,4.3625584
86,801,4,879875940,3.3721366,4.1031446
516,368,5,892660727,4.5840073,3.3367646
449,613,4,882377479,4.047,4.2281938
789,976,1,885158208,2.665857,2.103724
55,233,4,892679067,3.9611337,3.3203256
356,221,5,878951498,4.909193,4.4059873
292,637,4,888906168,3.8223267,3.7404723
297,209,5,884182891,4.5633173,4.3059435
86,119,2,879877173,1.7659706999999998,2.2808905
168,203,3,891359317,3.772925,4.336926
158,249,3,881679988,2.859238,3.9802208
532,650,4,888845036,3.980921,4.147185
256,236,2,882050168,3.312047,4.1134043
453,87,4,888267560,2.7927065,2.94044
726,548,3,883712219,3.001976,3.4188402
188,180,3,893264023,4.0674725,3.8412619
931,154,3,891251869,2.528451,2.2038856
299,287,4,875649995,2.954549,4.9379425
27,216,3,881961671,2.3504252,3.510048
797,1502,3,876176071,3.7103328999999996,1.9766887
885,714,1,876033434,1.8317763999999999,2.945436
384,1069,5,880870206,4.3639517,5.2549553
862,1433,2,889289618,2.1952126,10.28007
307,16,4,887739056,3.9130278,3.1226647
341,698,4,875319808,3.123887,3.9842694
166,289,3,892737936,3.2397118,3.2758002
810,303,5,886377311,4.5363636,5.2205286
614,513,5,879449110,4.3045697,4.2095757
209,402,4,887736322,3.2477044999999998,4.383869
769,0,5,875972219,4.9043,4.811661
93,596,2,891723078,2.6800002999999997,2.90953
532,68,4,879438849,3.8348782,3.4601376
486,238,5,883531507,4.225528700000001,3.7544672
84,185,3,879454273,3.7950995,3.6679537
200,287,4,884110887,2.8457155,3.2375078
398,214,2,882510226,2.9445117,3.1072125
884,865,3,885713102,3.3635870000000003,3.0689082
500,410,4,883348564,3.5999706,3.9334896
75,771,3,875498117,2.9892128,4.1464496
109,363,3,886989612,3.4366782,1.9218522
86,549,4,879876074,3.8470937999999997,3.935809
398,267,3,882340284,3.3233006,3.5024738
774,346,3,891032837,3.141883,2.6962888
22,478,5,874785728,4.506849,3.7844913
576,731,4,880474414,3.9500616,4.4894285
5,469,3,883602690,2.5298991,2.85371
591,1513,5,882608625,4.444942,3.5566125
261,1219,4,879794296,3.6989994,3.57827
863,342,5,887686545,3.5370972000000003,2.979875
94,126,4,879195062,4.2993917,3.6557744
748,65,3,878849433,3.8734492999999994,4.2685623
504,153,1,889334555,2.0282927,2.659515
942,63,5,875409939,4.830202,4.491641
513,168,5,875308734,4.778494,4.4100704
714,172,5,875963998,3.9248564,4.481487
876,55,5,882678483,4.0811996,4.507166
523,134,3,884634679,3.7802105000000004,3.5147703
294,380,5,879518528,4.3464456,3.7133079
651,258,2,882567058,1.9485542000000002,1.6683973
880,356,5,876537457,3.6976411,4.3395033
63,196,3,889737506,4.235633,4.417297
680,897,4,885409515,4.108578700000001,2.6853862
221,264,3,878182279,3.5204160000000004,4.075444
643,126,4,889076775,4.6497297,4.7377295
302,595,4,879468274,3.3683372000000005,2.955322
199,287,5,884125846,4.1425,4.287795
59,509,5,883327174,4.512667700000001,3.9062703
160,315,5,891170275,4.149353,3.381237
378,184,5,880524582,4.73217,5.0274086
860,735,4,881274672,4.506021,4.757768
405,562,1,879792975,2.1344185,1.7804341
647,71,4,884881722,3.9798777000000003,3.2505882
200,215,4,884111360,3.5205433,3.3167534
415,196,5,893213103,4.6259559999999995,4.566537
473,190,5,887923789,4.671985,4.8054166
658,191,4,891384372,4.382178,4.2063503
144,6,5,875270429,4.1119184,3.6300445
871,475,4,888479737,3.0697107000000003,3.9434986
767,126,5,883835026,4.229525,4.294824
108,70,4,880578066,4.2167306,4.150517
84,522,4,879453965,4.1463684999999995,3.5736408
895,590,3,887160702,3.0307630000000003,3.156482
895,227,5,887158266,3.6999192,3.3306339
536,403,3,886031720,2.7853317000000004,2.7999148
333,954,1,891547563,3.034383,3.3755016
91,12,4,886443292,4.012994,3.2485688
377,440,3,880333995,3.3773232,2.4301143
89,478,5,891384147,4.6210427,4.578065
863,213,2,888890052,3.682574,3.273647
879,1035,2,880243147,2.8790847999999998,3.7192364
559,21,2,879975613,3.1616771,3.460553
6,340,3,892333206,3.4369934,3.8143733
499,392,3,883875793,3.5299025,2.967987
497,221,3,881961877,3.1619099999999998,2.973688
327,57,4,885046206,3.5355822999999997,3.590282
888,685,3,880180612,3.8726127,3.9374785
573,343,5,891278962,4.2691393,3.2991245
550,364,5,892784524,3.4361324,4.2340207
693,227,4,875727306,4.166853,4.1699505
25,312,5,891386368,4.0626574,4.377011
567,528,4,877907877,3.7940326,4.1016994
497,921,5,881955432,4.681697,4.734262
150,475,3,879543423,2.8313224,2.5946686
665,78,3,880567919,3.6089013,3.677338
310,186,4,884364764,4.122051,4.3927836
703,271,5,891397015,4.7907767,4.176482
266,449,2,878974128,2.018999,2.2327895
302,832,2,879484327,2.2253952,2.585097
549,1619,4,883425448,3.3153803,4.383065
406,55,5,875042569,4.336421499999999,3.6758559
71,171,1,880037119,3.4926593,4.083223
12,711,4,882141872,3.3198819999999998,3.2049127
220,226,3,875247522,2.6988006,2.756793
248,128,5,879571883,4.388355000000001,4.253763
747,270,3,879454302,3.1001355999999998,3.1939168
647,434,5,882212651,3.4629586000000003,4.353181
252,82,4,891628159,4.0380793,4.5650673
356,865,5,878951864,5.007681,4.80234
296,115,4,874954260,3.5629160000000004,3.846361
144,63,4,882181785,4.954587,4.065913
531,449,2,874796421,3.2120411,3.2538908
541,292,3,886532466,3.0441856,3.6708755
492,832,2,884131738,2.243866,1.9910648
310,210,3,884364538,4.110798399999999,4.471868
44,12,5,881012356,5.244113,4.1139555
715,201,4,879794935,4.31484,3.7626865
449,649,4,882376446,3.6926086000000002,3.69501
589,514,3,879438972,3.5197105000000004,4.077277
10,739,4,891903067,3.6244989999999997,3.2535186
526,466,3,879455999,4.162513,3.631378
193,7,3,879521719,3.433264,3.4374654
738,326,5,886825529,4.2294836,3.6876926
27,142,4,881956564,3.4914489,3.818982
715,519,4,879794935,4.4847503,4.659913
937,1282,3,891357190,3.0039792000000003,2.517007
313,281,5,877886862,4.991807,4.7056165
884,0,5,885714990,4.033878,3.3590322
725,293,5,889828701,2.8431005000000003,4.2902746
186,240,3,879465858,3.1585843999999996,3.9376254
404,1418,2,885548137,1.5987079,1.9650865
94,101,4,880572474,3.5165195,2.112485
12,183,1,882397011,3.2197049,2.9530964
310,237,4,884365357,3.8330276,3.606378
292,517,5,888906489,3.2905116000000003,3.3979855
663,228,3,876526631,2.5911725,3.1668873
937,928,2,891356966,2.108922,2.1688771
105,7,4,881452405,4.1894355,4.1375203
526,233,5,879455706,3.9461775,2.995467
221,96,4,878181739,3.4677887000000003,3.6669345
727,741,4,879443321,3.8174657999999995,4.004431
180,221,4,878962919,2.7152166,2.0559108
327,645,3,885046174,3.576458,3.6003132
616,1186,3,883788900,3.3724790000000002,3.423573
710,227,3,879993997,3.9976363,2.8558793
