,user_id,local_id,x,y,date,hour,minute
49,293,394,103.77621173858643,1.3103058068173286,136,14,1
50,243,197,103.86650562286377,1.3641713454002702,376,22,31
51,293,394,103.77621173858643,1.3103058068173286,100,11,42
52,496,90,103.78647923469543,1.4371699804377747,330,9,42
53,181,90,103.78647923469543,1.4371699804377747,351,16,9
54,145,493,103.89502286911011,1.392079701574771,110,19,17
55,395,496,103.95770688170259,1.3794299051932775,15,19,18
56,455,428,103.77480626106262,1.3318864869155647,265,12,23
57,491,88,103.70554089546204,1.3388797881819072,205,20,22
58,362,191,103.90911715433923,1.4019946480092493,329,8,55
59,388,486,103.924693,1.312561,326,19,45
60,19,83,103.74753660783207,1.3953787896252134,121,1,23
61,46,328,103.83157253265381,1.304706812594766,304,20,45
62,379,30,103.83675,1.301299,197,19,10
63,108,187,103.9008378982544,1.303762919619523,159,15,17
64,214,267,103.78626465797424,1.4362368651330115,86,15,16
65,370,170,103.93119199522118,1.3604707995237892,179,8,9
66,419,56,103.85875940322876,1.2941309006626591,196,15,46
67,455,282,103.84488701820374,1.3003037633633492,220,18,21
68,172,282,103.84488701820374,1.3003037633633492,323,23,51
69,455,163,103.8034737110138,1.2875826085187363,225,14,41
70,273,282,103.84488701820374,1.3003037633633492,258,8,43
71,491,88,103.70554089546204,1.3388797881819072,346,14,52
72,387,336,103.76443147659302,1.3035483984394247,237,7,2
73,492,68,103.899911,1.297348,61,18,12
74,431,143,103.851043,1.300525,246,13,16
75,467,24,103.87355112165403,1.3071814872391465,207,16,18
76,161,69,103.866126,1.364667,164,20,37
77,321,421,103.83657217025757,1.4301126161589073,339,16,51
78,177,493,103.89502286911011,1.392079701574771,190,19,38
79,387,336,103.76443147659302,1.3035483984394247,281,6,43
80,475,426,103.84070042634477,1.3019180267204356,321,13,31
81,362,191,103.90911715433923,1.4019946480092493,339,9,36
82,145,448,103.90446424484253,1.3922084096055647,362,13,57
83,118,493,103.89502286911011,1.392079701574771,371,20,0
84,220,9,103.80872011184692,1.304706812594766,366,22,54
85,242,88,103.70554089546204,1.3388797881819072,290,18,43
86,384,148,103.84763360023499,1.2988396539380191,47,13,14
87,387,336,103.76443147659302,1.3035483984394247,264,10,48
88,304,492,103.8294267654419,1.4128016035842388,307,12,29
89,302,217,103.93070480364956,1.3475802544888333,218,8,42
90,386,45,103.95410894296386,1.3538639442737557,359,17,29
91,455,428,103.77480626106262,1.3318864869155647,177,14,6
92,46,448,103.90446424484253,1.3922084096055647,313,18,4
93,104,90,103.78647923469543,1.4371699804377747,190,23,46
94,455,496,103.95770688170259,1.3794299051932775,137,4,38
95,152,448,103.90446424484253,1.3922084096055647,330,18,58
96,343,195,103.855759,1.29995,247,12,27
97,262,110,103.857746,1.291116,123,21,4
98,476,480,103.98812770843506,1.3547111754681682,166,8,13
99,481,77,103.78614664077759,1.4358400228764328,241,11,11
100,275,50,103.84573,1.291259,212,19,39
101,479,282,103.84488701820374,1.3003037633633492,315,18,34
102,398,414,103.706728,1.339888,300,10,55
103,492,68,103.899911,1.297348,2,18,10
104,145,149,103.84641277454006,1.3720529461862068,295,14,36
105,161,215,103.8725996017456,1.3507211607331409,214,14,18
106,18,218,103.77592828020995,1.3319195261979582,343,12,43
107,388,486,103.924693,1.312561,310,19,14
108,443,90,103.78647923469543,1.4371699804377747,331,10,13
109,109,282,103.84488701820374,1.3003037633633492,221,13,52
110,188,361,103.827645778656,1.2862901098806918,276,8,13
111,104,90,103.78647923469543,1.4371699804377747,234,15,50
112,436,103,103.83618846394508,1.3008904317294467,339,16,9
113,436,282,103.84488701820374,1.3003037633633492,170,19,27
114,413,394,103.77621173858643,1.3103058068173286,237,8,49
115,455,212,103.85624885559082,1.2918355143455886,316,21,37
116,208,143,103.851043,1.300525,171,12,39
117,225,188,103.84446859359741,1.3822656935818953,76,22,43
118,215,421,103.83657217025757,1.4301126161589073,188,1,22
119,406,46,103.764132,1.380027,213,18,54
120,298,441,103.752187,1.32809,377,18,44
121,457,86,103.91284883022308,1.3192137593570605,330,18,58
122,293,394,103.77621173858643,1.3103058068173286,97,10,36
123,371,349,103.86292219161987,1.2953536757033381,51,19,18
124,493,350,103.7510633468628,1.3743608292212572,196,1,10
125,338,425,103.8236553937469,1.376136017967272,183,9,25
126,490,353,103.94479393959045,1.3526303621508027,246,8,14
127,360,302,103.89502286911011,1.3924658256460714,366,12,11
128,477,297,103.82053792476654,1.3358818953673919,258,8,15
129,293,394,103.77621173858643,1.3103058068173286,340,9,20
130,262,282,103.84488701820374,1.3003037633633492,81,22,49
131,431,85,103.8600010889651,1.301109552405724,193,23,27
132,67,106,103.957065,1.369725,7,12,42
133,304,394,103.77621173858643,1.3103058068173286,340,13,2
134,118,448,103.90446424484253,1.3922084096055647,239,14,21
135,255,175,103.83933126,1.301066,264,15,6
136,241,75,103.77398014068604,1.341024968625902,316,21,49
137,291,203,103.80018872742117,1.3073642016534706,328,17,29
138,106,49,103.844025,1.317618,217,18,36
139,42,322,103.836887,1.301046,160,19,59
140,388,394,103.77621173858643,1.3103058068173286,347,20,7
141,264,428,103.77480626106262,1.3318864869155647,203,11,7
142,379,246,103.83690176294705,1.301164923088975,197,18,51
143,414,450,103.85359176480266,1.2960536227947939,374,20,26
144,208,7,103.84120428089219,1.30139689141612,243,21,24
145,18,176,103.81200313568115,1.3230053947533036,332,20,24
146,90,115,103.93106169963171,1.3141861975697544,310,3,35
147,217,364,103.83614317524618,1.4286352738046613,216,10,10
148,304,451,103.85848045349121,1.3021111060614448,314,17,51
149,314,282,103.84488701820374,1.3003037633633492,81,18,40
150,159,86,103.91284883022308,1.3192137593570605,169,3,41
151,443,313,103.83511799,1.416177,322,16,16
152,256,98,103.85671145995803,1.292547013030119,158,22,39
153,289,238,103.83547782897949,1.3167843209092402,17,20,6
154,431,143,103.851043,1.300525,175,14,25
155,491,378,103.706607,1.339932,161,19,21
156,320,75,103.77398014068604,1.341024968625902,284,21,11
157,370,170,103.93119199522118,1.3604707995237892,211,12,38
158,355,322,103.836887,1.301046,284,17,59
159,330,142,103.83191585540771,1.304599552047222,332,16,22
160,120,438,103.94493877887726,1.352775161073465,359,13,56
161,242,88,103.70554089546204,1.3388797881819072,345,7,26
162,16,51,103.8510043405396,1.324790262469484,365,13,16
163,304,221,103.84780551429473,1.2838503439957176,254,16,30
164,146,371,103.794868,1.310098,289,21,42
165,118,493,103.89502286911011,1.392079701574771,328,20,4
166,204,197,103.86650562286377,1.3641713454002702,345,18,5
167,445,399,103.83370892993007,1.3046476656053758,96,14,53
168,264,267,103.78626465797424,1.4362368651330115,304,14,7
169,325,441,103.752187,1.32809,247,18,32
170,361,78,103.93322602098186,1.3732030208222992,234,12,32
171,451,282,103.84488701820374,1.3003037633633492,270,10,9
172,304,329,103.85049478795489,1.2876687153556379,125,22,16
173,159,84,103.730479,1.349416,65,5,57
174,4,430,103.83691308518367,1.301059747789395,297,12,31
175,217,193,103.79045963287354,1.3071308997488136,236,14,56
176,434,500,103.85539054870605,1.293465882410554,222,9,37
177,145,493,103.89502286911011,1.392079701574771,9,15,18
178,2,438,103.94493877887726,1.352775161073465,290,15,41
179,465,171,103.822508,1.2637770207464885,346,21,0
180,217,193,103.79045963287354,1.3071308997488136,158,21,36
181,108,267,103.78626465797424,1.4362368651330115,374,21,24
182,41,258,103.85805130004883,1.2930153860762195,257,17,1
183,170,145,103.88592481613159,1.320388255239744,222,11,47
184,493,350,103.7510633468628,1.3743608292212572,224,3,2
185,54,22,103.85318577289581,1.2938573851123292,85,14,32
186,249,493,103.89502286911011,1.392079701574771,153,20,10
187,161,306,103.8353751,1.352035,182,14,21
188,283,67,103.96647691726685,1.3347932142444932,84,7,57
189,422,267,103.78626465797424,1.4362368651330115,185,20,3
190,488,438,103.94493877887726,1.352775161073465,289,20,3
191,41,198,103.853331,1.294034,157,20,5
192,258,282,103.84488701820374,1.3003037633633492,255,19,24
193,454,282,103.84488701820374,1.3003037633633492,224,7,49
194,101,487,103.839112,1.301693,109,20,54
195,343,451,103.85848045349121,1.3021111060614448,291,12,21
196,298,201,103.85572062343407,1.2995101152609507,129,12,11
197,486,453,103.75743627548218,1.3167843209092402,346,18,58
198,46,438,103.94493877887726,1.352775161073465,297,20,26
199,393,205,103.76686692237854,1.315465022216748,22,18,43
200,393,205,103.76686692237854,1.315465022216748,28,7,19
201,443,266,103.83281707763672,1.4164911982994481,369,8,41
202,82,98,103.85671145995803,1.292547013030119,114,21,12
203,110,196,103.90452363228354,1.305756949003877,182,22,27
204,406,282,103.84488701820374,1.3003037633633492,261,15,40
205,28,32,103.93289566040039,1.308546737181276,175,6,38
206,159,86,103.91284883022308,1.3192137593570605,276,23,54
207,53,282,103.84488701820374,1.3003037633633492,158,20,38
208,355,404,103.740464,1.334002,270,19,24
209,133,216,103.86002540588379,1.2943025182478076,134,11,20
210,182,90,103.78647923469543,1.4371699804377747,269,13,39
211,87,282,103.84488701820374,1.3003037633633492,297,20,53
212,123,0,103.76554727554321,1.3035054942012143,197,17,15
213,217,193,103.79045963287354,1.3071308997488136,327,18,41
214,136,93,103.93385458431294,1.3457098294714949,272,8,54
215,379,378,103.706607,1.339932,242,13,51
216,325,420,103.74861717224121,1.390020372127015,139,9,30
217,190,438,103.94493877887726,1.352775161073465,218,10,43
218,329,480,103.98812770843506,1.3547111754681682,357,7,22
219,381,90,103.78647923469543,1.4371699804377747,164,13,38
220,439,267,103.78626465797424,1.4362368651330115,222,14,43
221,493,350,103.7510633468628,1.3743608292212572,252,3,33
222,431,272,103.8267603988113,1.3110909658082188,17,22,53
223,454,267,103.78626465797424,1.4362368651330115,155,12,11
224,159,9,103.80872011184692,1.304706812594766,160,23,2
225,104,421,103.83657217025757,1.4301126161589073,216,4,6
226,300,447,103.80626725578843,1.3318024875944148,210,4,17
227,344,148,103.84763360023499,1.2988396539380191,347,21,31
228,209,193,103.79045963287354,1.3071308997488136,175,13,18
229,87,257,103.83470526691754,1.2890373504742982,185,19,24
230,96,9,103.80872011184692,1.304706812594766,360,23,5
231,455,428,103.77480626106262,1.3318864869155647,191,9,6
232,152,287,103.899578,1.297405,212,20,53
233,275,194,103.819919,1.257311,256,20,16
234,304,185,103.84777843952179,1.3721137836197193,290,0,13
235,485,434,103.859249,1.282101,265,19,36
236,44,311,103.77529978752136,1.3343427253629616,237,11,3
237,425,399,103.83370892993007,1.3046476656053758,283,17,13
238,158,179,103.77578115763578,1.3418563812165647,225,22,17
239,95,363,103.867461,1.327417,10,21,46
240,129,394,103.77621173858643,1.3103058068173286,163,7,54
241,343,195,103.855759,1.29995,240,13,29
242,263,394,103.77621173858643,1.3103058068173286,306,12,47
243,104,364,103.83614317524618,1.4286352738046613,182,23,45
244,206,6,103.74823093414307,1.330846070764968,116,19,59
245,271,157,103.83971536780075,1.3007423984598954,32,11,49
246,304,329,103.85049478795489,1.2876687153556379,122,22,34
247,143,429,103.83835667809252,1.3014560536085926,78,20,24
248,263,394,103.77621173858643,1.3103058068173286,375,14,16
249,5,447,103.80626725578843,1.3318024875944148,268,20,7
250,73,231,103.80146779911303,1.2864413452199366,248,12,1
251,2,163,103.8034737110138,1.2875826085187363,359,14,22
252,381,295,103.85603427886963,1.2915566354928183,220,19,42
253,354,356,103.84490681997819,1.2739399456840008,326,12,42
254,493,350,103.7510633468628,1.3743608292212572,216,6,43
255,249,242,103.9103490114212,1.4215858325047257,182,6,11
256,305,147,103.854615,1.299849,38,19,27
257,477,50,103.84573,1.291259,28,21,45
258,387,336,103.76443147659302,1.3035483984394247,242,6,53
259,493,350,103.7510633468628,1.3743608292212572,251,0,24
260,491,88,103.70554089546204,1.3388797881819072,183,14,31
261,96,491,103.836845,1.301034,123,12,54
262,398,283,103.70677017473504,1.3400135615537652,53,14,26
263,480,230,103.83237719535828,1.3026045050298831,375,15,2
264,151,421,103.83657217025757,1.4301126161589073,120,16,49
265,286,313,103.83511799,1.416177,184,21,33
266,304,451,103.85848045349121,1.3021111060614448,240,23,9
267,443,169,103.78773822059549,1.4399485816462756,317,13,29
268,304,329,103.85049478795489,1.2876687153556379,246,19,39
269,28,32,103.93289566040039,1.308546737181276,324,6,2
270,463,370,103.84711861610413,1.3703440326145426,114,18,49
271,485,155,103.82208824157715,1.2639260261970715,203,17,30
272,41,258,103.85805130004883,1.2930153860762195,213,17,56
273,182,314,103.8722562789917,1.3503350299269141,159,16,33
274,410,366,103.82318258285522,1.2635720607253764,157,21,6
275,271,267,103.78626465797424,1.4362368651330115,365,19,6
276,49,493,103.89502286911011,1.392079701574771,123,19,36
277,333,489,103.98732304573059,1.3887440159946385,374,10,50
278,455,428,103.77480626106262,1.3318864869155647,122,13,43
279,407,394,103.77621173858643,1.3103058068173286,276,9,36
280,314,203,103.80018872742117,1.3073642016534706,65,21,8
281,155,252,103.98996219637266,1.3610792092579078,245,22,47
282,346,89,103.900064,1.29745,160,17,25
283,419,271,103.837383,1.300774,264,10,1
284,217,193,103.79045963287354,1.3071308997488136,192,14,58
285,184,3,103.76465141773224,1.377208514045834,207,19,43
286,172,345,103.898335,1.315519,232,13,44
287,455,428,103.77480626106262,1.3318864869155647,135,10,36
288,106,56,103.85875940322876,1.2941309006626591,281,14,33
289,19,386,103.824573,1.441574,322,11,46
290,129,394,103.77621173858643,1.3103058068173286,203,14,24
291,493,350,103.7510633468628,1.3743608292212572,219,2,9
292,399,7,103.84120428089219,1.30139689141612,349,18,15
293,174,438,103.94493877887726,1.352775161073465,8,16,3
294,32,355,103.80363464355469,1.3414540044891665,31,20,41
295,486,193,103.79045963287354,1.3071308997488136,158,18,3
296,161,133,103.84294509887695,1.3467311394464763,181,19,34
297,131,493,103.89502286911011,1.392079701574771,360,18,41
298,57,282,103.84488701820374,1.3003037633633492,239,14,24
299,242,88,103.70554089546204,1.3388797881819072,290,7,36
300,133,56,103.85875940322876,1.2941309006626591,240,20,5
301,422,90,103.78647923469543,1.4371699804377747,167,8,46
302,450,86,103.91284883022308,1.3192137593570605,85,2,7
303,62,266,103.83281707763672,1.4164911982994481,265,9,7
304,126,106,103.957065,1.369725,0,18,6
305,17,90,103.78647923469543,1.4371699804377747,265,17,34
306,19,386,103.824573,1.441574,349,11,34
307,309,394,103.77621173858643,1.3103058068173286,338,14,6
308,104,90,103.78647923469543,1.4371699804377747,232,0,28
309,71,458,103.83706569671631,1.4237416638067324,265,16,38
310,309,499,103.77711296081543,1.3106061356561651,331,12,29
311,133,193,103.79045963287354,1.3071308997488136,123,7,55
312,351,438,103.94493877887726,1.352775161073465,184,21,3
313,362,448,103.90446424484253,1.3922084096055647,292,19,43
314,74,475,103.8361644744873,1.3023685316222549,48,22,20
315,457,379,103.85033190250397,1.3161836646805134,202,8,14
316,343,195,103.855759,1.29995,105,13,20
317,161,306,103.8353751,1.352035,217,13,54
318,372,113,103.866226,1.321951,356,18,44
319,497,438,103.94493877887726,1.352775161073465,331,14,45
320,41,258,103.85805130004883,1.2930153860762195,160,16,39
321,446,148,103.84763360023499,1.2988396539380191,221,19,12
322,6,251,103.85590553283691,1.2895830304297036,310,16,39
323,338,282,103.84488701820374,1.3003037633633492,154,17,57
324,304,329,103.85049478795489,1.2876687153556379,112,17,23
325,397,74,103.86079788208008,1.2847348201953352,190,14,39
326,465,493,103.89502286911011,1.392079701574771,262,20,27
327,19,386,103.824573,1.441574,128,21,20
328,443,267,103.78626465797424,1.4362368651330115,301,21,57
329,387,351,103.73688420886181,1.384003120397468,259,12,30
330,499,448,103.90446424484253,1.3922084096055647,243,18,47
331,17,150,103.83118629455566,1.3046424562667944,305,17,19
332,74,9,103.80872011184692,1.304706812594766,33,23,0
333,217,88,103.70554089546204,1.3388797881819072,173,21,35
334,188,266,103.83281707763672,1.4164911982994481,228,7,12
335,362,493,103.89502286911011,1.392079701574771,303,12,8
336,98,31,103.85075569152832,1.2968124241027414,308,18,46
337,348,297,103.82053792476654,1.3358818953673919,87,2,12
338,130,109,103.87302070856094,1.3504181553139951,239,13,55
339,383,242,103.9103490114212,1.4215858325047257,346,17,30
340,41,282,103.84488701820374,1.3003037633633492,318,19,35
341,48,336,103.76443147659302,1.3035483984394247,242,11,55
342,456,354,103.753461,1.380488,298,18,10
343,145,438,103.94493877887726,1.352775161073465,340,20,43
344,455,163,103.8034737110138,1.2875826085187363,138,19,50
345,41,481,103.841153383255,1.4239990763648371,257,9,59
346,207,228,103.810457,1.304472,86,11,38
347,396,493,103.89502286911011,1.392079701574771,234,20,28
348,242,88,103.70554089546204,1.3388797881819072,138,22,25
349,443,267,103.78626465797424,1.4362368651330115,363,20,8
350,370,170,103.93119199522118,1.3604707995237892,211,12,38
351,256,394,103.77621173858643,1.3103058068173286,289,8,33
352,472,282,103.84488701820374,1.3003037633633492,131,19,55
353,145,394,103.77621173858643,1.3103058068173286,343,19,1
354,446,98,103.85671145995803,1.292547013030119,335,18,54
355,217,193,103.79045963287354,1.3071308997488136,195,22,19
356,19,386,103.824573,1.441574,81,17,14
357,172,480,103.98812770843506,1.3547111754681682,207,9,52
358,491,64,103.83242011070251,1.304063249240954,306,21,8
359,455,438,103.94493877887726,1.352775161073465,346,15,28
360,398,283,103.70677017473504,1.3400135615537652,337,12,16
361,439,90,103.78647923469543,1.4371699804377747,81,11,10
362,304,185,103.84777843952179,1.3721137836197193,102,23,41
363,371,85,103.8600010889651,1.301109552405724,308,19,24
364,311,490,103.8716371615176,1.311686389120856,74,22,35
365,409,56,103.85875940322876,1.2941309006626591,195,19,11
366,353,384,103.726173,1.382759,169,18,1
367,209,428,103.77480626106262,1.3318864869155647,336,16,51
368,217,193,103.79045963287354,1.3071308997488136,243,19,51
369,217,267,103.78626465797424,1.4362368651330115,270,9,30
370,293,394,103.77621173858643,1.3103058068173286,331,15,4
371,104,90,103.78647923469543,1.4371699804377747,189,1,37
372,118,493,103.89502286911011,1.392079701574771,128,13,0
373,136,267,103.78626465797424,1.4362368651330115,258,15,5
374,95,282,103.84488701820374,1.3003037633633492,308,18,50
375,443,267,103.78626465797424,1.4362368651330115,334,18,41
376,136,93,103.93385458431294,1.3457098294714949,262,12,1
377,450,272,103.8267603988113,1.3110909658082188,269,12,46
378,224,267,103.78626465797424,1.4362368651330115,365,18,25
379,418,282,103.84488701820374,1.3003037633633492,236,16,17
380,182,90,103.78647923469543,1.4371699804377747,240,8,51
381,182,90,103.78647923469543,1.4371699804377747,245,19,52
382,304,451,103.85848045349121,1.3021111060614448,123,22,30
383,362,448,103.90446424484253,1.3922084096055647,334,17,42
384,493,350,103.7510633468628,1.3743608292212572,275,3,19
385,136,93,103.93385458431294,1.3457098294714949,276,8,57
386,81,267,103.78626465797424,1.4362368651330115,268,21,1
387,264,24,103.87355112165403,1.3071814872391465,155,11,57
388,59,396,103.83187294006348,1.3047711689210968,155,17,5
389,443,267,103.78626465797424,1.4362368651330115,333,19,14
390,477,197,103.86650562286377,1.3641713454002702,265,21,56
391,468,109,103.87302070856094,1.3504181553139951,194,19,32
392,381,90,103.78647923469543,1.4371699804377747,154,14,31
393,133,356,103.84490681997819,1.2739399456840008,204,8,54
394,16,155,103.82208824157715,1.2639260261970715,169,21,34
395,217,88,103.70554089546204,1.3388797881819072,171,19,17
396,41,258,103.85805130004883,1.2930153860762195,311,16,23
397,101,380,103.69705438613892,1.3374210644075797,175,17,42
398,158,57,103.83208751678467,1.2935731434307411,242,19,25
399,443,169,103.78773822059549,1.4399485816462756,332,20,18
400,18,131,103.77621173858643,1.3348039401692318,336,14,47
401,298,6,103.74823093414307,1.330846070764968,48,19,32
402,118,493,103.89502286911011,1.392079701574771,129,16,32
403,51,98,103.85671145995803,1.292547013030119,305,9,57
404,368,438,103.94493877887726,1.352775161073465,196,15,5
405,87,364,103.83614317524618,1.4286352738046613,246,17,55
406,186,262,103.7655258178711,1.3034840420818357,290,20,13
407,136,93,103.93385458431294,1.3457098294714949,224,16,2
408,293,395,103.7751817703247,1.3420224768921256,95,19,45
409,491,356,103.84490681997819,1.2739399456840008,233,18,6
410,19,386,103.824573,1.441574,119,17,2
411,330,282,103.84488701820374,1.3003037633633492,258,14,1
412,286,421,103.83657217025757,1.4301126161589073,263,15,40
413,348,279,103.94983120095483,1.3724423371103667,50,15,21
414,176,296,103.837523,1.428349,310,21,15
415,217,193,103.79045963287354,1.3071308997488136,176,19,56
416,232,493,103.89502286911011,1.392079701574771,279,21,58
417,368,279,103.94983120095483,1.3724423371103667,310,17,1
418,217,364,103.83614317524618,1.4286352738046613,180,9,3
419,269,438,103.94493877887726,1.352775161073465,100,18,21
420,212,209,103.856299,1.298115,39,20,48
421,19,427,103.858807,1.29562,303,19,46
422,443,267,103.78626465797424,1.4362368651330115,300,19,9
423,402,325,103.70576,1.338874,138,18,30
424,214,394,103.77621173858643,1.3103058068173286,111,16,36
425,87,364,103.83614317524618,1.4286352738046613,245,7,45
426,293,394,103.77621173858643,1.3103058068173286,107,11,19
427,379,258,103.85805130004883,1.2930153860762195,284,15,59
428,220,0,103.76554727554321,1.3035054942012143,31,12,52
429,217,88,103.70554089546204,1.3388797881819072,279,19,48
430,136,150,103.83118629455566,1.3046424562667944,221,19,2
431,335,394,103.77621173858643,1.3103058068173286,294,13,27
432,386,148,103.84763360023499,1.2988396539380191,242,13,56
433,143,429,103.83835667809252,1.3014560536085926,63,17,3
434,331,288,103.94273400306702,1.3783400790111147,359,7,26
435,274,158,103.944672,1.354184,345,19,17
436,264,142,103.83191585540771,1.304599552047222,362,13,57
437,355,282,103.84488701820374,1.3003037633633492,142,20,16
438,242,88,103.70554089546204,1.3388797881819072,138,13,28
439,293,394,103.77621173858643,1.3103058068173286,125,12,58
440,152,469,103.98662567138672,1.3556121456286498,204,22,6
441,297,370,103.84711861610413,1.3703440326145426,314,20,13
442,465,227,103.77138376235962,1.3328732729618236,312,9,53
443,398,325,103.70576,1.338874,119,18,27
444,330,282,103.84488701820374,1.3003037633633492,108,18,37
445,41,258,103.85805130004883,1.2930153860762195,207,16,41
446,304,185,103.84777843952179,1.3721137836197193,224,12,34
447,235,421,103.83657217025757,1.4301126161589073,182,14,32
448,263,394,103.77621173858643,1.3103058068173286,340,7,48
449,118,493,103.89502286911011,1.392079701574771,202,20,7
450,176,90,103.78647923469543,1.4371699804377747,329,21,40
451,413,394,103.77621173858643,1.3103058068173286,265,13,40
452,73,98,103.85671145995803,1.292547013030119,182,22,29
453,87,364,103.83614317524618,1.4286352738046613,238,7,57
454,137,464,103.907608,1.302454,284,7,48
455,104,90,103.78647923469543,1.4371699804377747,234,23,17
456,40,457,103.854945,1.2958773,72,13,45
457,406,193,103.79045963287354,1.3071308997488136,321,8,0
458,217,193,103.79045963287354,1.3071308997488136,242,18,52
459,429,28,103.7215322167027,1.3346865747646826,195,20,53
460,79,347,103.859091,1.283004,120,11,6
461,436,438,103.94493877887726,1.352775161073465,349,17,43
462,133,56,103.85875940322876,1.2941309006626591,247,20,28
463,33,469,103.98662567138672,1.3556121456286498,24,23,29
464,419,303,103.92496627013456,1.3044237514443764,213,22,39
465,157,278,103.84839534759521,1.3505066436261501,339,19,2
466,269,438,103.94493877887726,1.352775161073465,343,18,12
467,355,74,103.86079788208008,1.2847348201953352,138,20,47
468,189,410,103.84825587272644,1.276706292544824,168,9,50
469,322,421,103.83657217025757,1.4301126161589073,251,14,10
470,126,214,103.94938588142395,1.3717437448813903,14,22,48
471,97,279,103.94983120095483,1.3724423371103667,213,11,37
472,333,62,103.94502669010208,1.3526527131929744,329,19,34
473,422,142,103.83191585540771,1.304599552047222,162,20,21
474,434,172,103.85381257571808,1.2957931566350314,287,11,46
475,136,93,103.93385458431294,1.3457098294714949,274,19,56
476,49,478,103.844968,1.32075,60,11,30
477,348,150,103.83118629455566,1.3046424562667944,135,16,47
478,362,448,103.90446424484253,1.3922084096055647,176,16,32
479,159,129,103.84276114664713,1.2925903249548407,121,20,26
480,147,20,103.835056,1.303418,330,19,41
481,264,491,103.836845,1.301034,200,21,30
482,118,493,103.89502286911011,1.392079701574771,142,16,50
483,453,462,103.83328435673357,1.4169167116620416,337,13,9
484,275,307,103.84481623677752,1.2998536623537402,329,18,39
485,286,313,103.83511799,1.416177,171,11,57
486,126,438,103.94493877887726,1.352775161073465,119,20,2
487,81,90,103.78647923469543,1.4371699804377747,250,15,54
488,41,258,103.85805130004883,1.2930153860762195,161,18,55
489,424,493,103.89502286911011,1.392079701574771,252,2,9
490,224,438,103.94493877887726,1.352775161073465,347,11,20
491,140,328,103.83157253265381,1.304706812594766,231,18,20
492,291,438,103.94493877887726,1.352775161073465,295,20,19
493,492,207,103.99168968200684,1.3910929397719975,51,21,59
494,387,336,103.76443147659302,1.3035483984394247,224,6,48
495,492,287,103.899578,1.297405,72,19,5
496,81,90,103.78647923469543,1.4371699804377747,268,22,32
497,481,440,103.820312,1.255927,188,11,49
498,95,114,103.844503,1.285687,27,12,39
499,57,134,103.901978,1.3196,75,7,10
500,343,195,103.855759,1.29995,175,12,20
501,374,166,103.79534125328064,1.310826019247474,272,2,43
502,297,370,103.84711861610413,1.3703440326145426,134,15,25
503,60,438,103.94493877887726,1.352775161073465,346,12,39
